Raise-150,Check,Check,Check,Raise-150,Raise-1100,All in,Raise-300,Bet-250,Check,Check,Check,Fold,Raise-100,Call-375,Check,Check,Bet-200,Raise-300,Fold,Raise-9650,Raise-200,Raise-200,Check,Check,Fold,Check,Check,Check,Check,0.3,0.7
Fold,Call-150,Fold,Call-300,Fold,Call-50,Check,Bet-50,Call-50,Raise-450,Check,Check,Fold,Call-50,Fold,Raise-100,Fold,Fold,Call-200,Check,Check,Fold,Call-50,Check,Check,Check,Call-50,Fold,Call-50,Fold,0.4,0.2
Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Call-50,Fold,All in,Fold,Fold,Call-50,Check,Check,Check,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Fold,Raise-100,Bet-50,All in,Call-50,Fold,Call-200,0.4,0.5
Fold,Call-50,Raise-350,Raise-3050,All in,Fold,Call-25,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,0.75,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Bet-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Bet-50,Fold,0.9,0.2
Check,Fold,Raise-200,Raise-200,Call-50,Fold,Raise-200,Fold,Raise-200,Check,Check,Fold,Fold,Fold,Raise-200,Fold,Raise-400,Fold,Raise-150,Check,Check,Check,Raise-150,Fold,Raise-150,Check,Fold,Fold,Raise-150,Raise-150,0.3,0.7
Fold,Call-200,Fold,Call-200,Check,Check,Fold,Call-50,Call-50,Check,Fold,Call-50,Fold,Call-50,Raise-600,Fold,Fold,Call-150,Fold,Call-150,Raise-300,Bet-450,Call-50,Check,Check,Fold,Call-50,Fold,Fold,Fold,0.4,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,0.9,0.1
Bet-1350,Call-50,Call-100,Check,Check,Check,Call-100,Bet-100,Fold,Call-50,Check,Check,Fold,Fold,Call-50,Call-100,Bet-100,Call-50,Fold,Check,Check,Fold,Call-25,Check,Check,Check,Fold,Call-50,Fold,Call-50,0.4,0.5
Raise-150,Call-50,Check,Fold,Check,Check,Check,Check,Fold,Call-25,Fold,Raise-150,Fold,Raise-200,Bet-100,Call-50,Fold,Raise-150,Fold,Fold,Fold,Fold,Raise-150,Fold,Raise-150,Fold,Fold,Fold,Call-3975,Check,0.3,0.7
Bet-50,Call-50,Check,Check,Fold,Call-50,Fold,Call-50,Fold,Fold,Call-25,Fold,Call-150,Fold,Fold,Fold,Fold,Fold,Fold,All in,Call-50,Fold,Call-50,Call-150,Bet-100,All in,Raise-350,Raise-3050,Fold,Call-50,0.4,0.2
Raise-100,Call-100,Check,Fold,Call-50,Fold,Raise-450,Raise-550,Fold,Call-50,Check,Check,Check,All in,Fold,All in,Fold,Fold,Fold,Call-3975,Check,Check,All in,Call-50,Fold,Call-50,Fold,Check,Check,Check,0.4,0.5
Fold,Fold,Fold,All in,Call-125,Bet-150,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,0.9,0.2
Check,Bet-50,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-600,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-600,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Check,Check,Call-50,Check,Check,Check,Call-50,Fold,Fold,Call-25,Fold,Call-50,Fold,Call-50,Check,Check,Check,Call-50,Call-50,Check,Check,Check,Fold,Call-50,Check,Fold,Call-50,Bet-100,Call-50,Check,0.4,0.2
Call-25,Check,Check,Check,Raise-400,Check,Check,Fold,Call-200,Fold,Call-50,Fold,Raise-250,Fold,Raise-100,Check,Check,Check,Fold,Call-50,Check,Fold,Check,Check,Bet-50,Call-25,Check,Fold,Call-50,Bet-50,0.4,0.5
Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-2550,Fold,Check,Check,Check,0.9,0.2
Check,Check,Fold,Call-50,Fold,Fold,Raise-150,Call-200,Call-100,Check,Bet-300,Fold,Raise-100,Raise-150,Raise-400,Check,Check,Check,Raise-100,Fold,Call-50,Fold,Raise-150,Check,Check,Check,Fold,Raise-100,Raise-750,Call-3375,0.4,0.5
Fold,Fold,Call-50,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Fold,Call-50,Fold,Call-50,Bet-50,Raise-150,Fold,Call-50,Call-150,Check,Check,Check,Call-50,Check,Check,Check,Call-50,Fold,Raise-150,Check,0.4,0.2
Fold,Fold,Fold,Fold,Call-50,Bet-50,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Call-50,Call-150,Bet-300,Raise-100,Check,Check,Check,Check,Fold,Call-4524,Call-200,Fold,Call-50,Check,Check,Check,Raise-800,Call-25,Check,Check,Check,Call-8973,Fold,Call-25,Check,Bet-50,Raise-100,Call-50,Fold,Call-50,0.4,0.5
Raise-300,Raise-3900,All in,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Fold,Fold,Fold,Fold,Raise-1250,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,0.9,0.1
Check,Check,Raise-100,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Raise-100,Call-50,Fold,Call-50,Check,Check,Check,Call-50,Fold,Call-25,Bet-50,Raise-400,Call-200,Fold,Call-50,Fold,Call-25,Check,Check,Bet-50,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Fold,Fold,Fold,Fold,Check,Check,Check,Raise-100,Fold,Fold,Fold,Fold,Fold,Fold,Raise-800,Call-750,Bet-2900,Fold,0.9,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-150,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
All in,Call-50,Fold,Fold,Call-50,Fold,Raise-150,Call-675,Bet-750,Check,Fold,Call-50,Check,Check,Check,Raise-100,Raise-1200,Fold,Call-25,Check,Check,Check,Call-50,Bet-50,Call-50,Fold,Call-50,Fold,Call-50,Fold,0.4,0.5
Fold,Check,Check,Check,Check,Fold,Fold,Fold,Raise-150,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Check,Check,Bet-100,0.9,0.2
Check,Check,Check,Fold,Fold,Call-50,Fold,Call-50,Fold,Call-50,Check,Check,Check,Call-50,Fold,Fold,Raise-100,Call-50,Fold,Fold,Fold,Call-50,Check,Check,Check,Check,Fold,Fold,Call-50,Check,0.4,0.5
Fold,Fold,Fold,Raise-300,Fold,Fold,Fold,Check,Check,Check,Check,Raise-600,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Check,Check,0.9,0.1
Check,Call-50,Fold,Fold,Call-50,Check,Check,Check,Raise-100,Call-25,Bet-100,Raise-100,Raise-100,Fold,Call-25,Check,Check,Check,Call-200,Check,Check,Fold,Call-50,Call-175,Check,Check,Check,Fold,Raise-400,Fold,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Check,Fold,Fold,Fold,All in,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Call-275,Check,Check,0.9,0.2
Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,All in,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Raise-1250,Fold,Fold,0.9,0.1
Raise-750,Check,Check,Check,Call-25,Check,Bet-50,Call-50,Check,Check,Check,Call-50,Raise-300,Check,Check,Check,Fold,Call-50,Fold,Call-50,Fold,Call-50,Fold,Fold,Raise-100,Call-25,Check,Check,Check,Call-50,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Raise-1250,All in,Fold,Fold,Fold,Raise-400,Check,Bet-750,Fold,Fold,Check,Check,Check,0.9,0.2
Check,Check,Fold,Fold,Raise-300,Raise-3900,All in,Fold,Raise-100,Fold,Raise-100,Call-325,Check,Fold,Raise-100,Fold,Call-25,Check,Check,Check,Call-50,Fold,Call-50,Call-25,Check,Check,Check,Call-50,Bet-50,Call-50,0.4,0.5
Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Bet-50,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Raise-2550,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,0.9,0.2
Call-25,Fold,Fold,Call-50,Call-175,Check,Bet-250,Call-200,Fold,Call-50,Raise-300,Raise-400,Fold,Raise-100,Fold,Call-50,Check,Check,Call-50,Call-50,Call-25,Check,Check,Check,Raise-100,Fold,Fold,Fold,Fold,Call-50,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Bet-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-1250,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Call-25,Check,Check,Check,Call-50,Fold,Call-50,Fold,Fold,Raise-100,Fold,Fold,Call-50,Check,Check,Check,Call-50,Call-25,Check,Check,Check,Call-200,Bet-200,Call-50,Fold,Fold,Call-200,Check,Check,Bet-450,0.4,0.5
All in,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Call-175,Check,Check,Check,Fold,Raise-400,Check,Check,Fold,Call-50,Fold,Call-50,Check,Check,Check,Fold,Fold,Raise-100,Fold,Call-50,Check,Check,Fold,Fold,Raise-400,Bet-300,Call-50,Check,Check,Check,0.4,0.5
Call-375,Check,Check,Bet-600,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,Fold,Call-50,Bet-100,Fold,Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,0.9,0.2
Raise-150,Call-50,Bet-50,Raise-100,Call-25,Check,Check,Check,Call-50,Check,Check,Check,Fold,Fold,Raise-100,Call-50,Bet-50,Fold,Raise-100,Call-200,Fold,Raise-100,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Call-50,0.4,0.5
Raise-150,Bet-300,Raise-800,All in,Call-25,Call-150,Check,Fold,Raise-300,Fold,Raise-300,Bet-150,Raise-300,Raise-300,Fold,Check,Check,Check,Check,Raise-150,Check,Check,Fold,Raise-400,Bet-600,Raise-300,Raise-1600,All in,Raise-400,Raise-400,0.3,0.7
Call-150,Fold,Call-50,Fold,Call-50,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,All in,Call-50,Check,Check,Check,Call-50,Fold,Fold,Call-50,Fold,Fold,Fold,Call-400,Fold,Call-50,Fold,Fold,Call-50,0.4,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-350,Check,Check,Fold,Fold,All in,Fold,Fold,Call-50,Raise-1250,Bet-1700,Check,Check,Call-50,Raise-100,Fold,Fold,0.9,0.1
Fold,Raise-300,Raise-3900,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Bet-100,Raise-150,Check,0.75,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-400,Check,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Raise-800,Fold,Fold,0.9,0.2
Bet-300,Raise-400,Bet-300,Fold,Call-25,Check,Check,Check,Raise-400,Raise-400,Call-900,Fold,Fold,Call-50,Check,Check,Fold,Call-125,Bet-150,Raise-150,Call-675,Bet-2050,Call-50,Check,Bet-50,Raise-400,Fold,Raise-400,Raise-400,Check,0.3,0.7
Fold,Call-25,Check,Bet-50,Bet-50,Call-50,Fold,Call-50,Call-125,Fold,Fold,Call-50,Check,Check,Fold,All in,Fold,Call-400,Check,Check,Check,Fold,Fold,Call-50,Raise-1250,Fold,Fold,Call-50,Check,Check,0.4,0.2
Fold,Call-50,Check,Check,Fold,Fold,Fold,Fold,Raise-150,Call-50,Call-175,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Call-50,Call-350,Check,Fold,Fold,Call-50,All in,Fold,Fold,0.75,0.5
Check,Fold,Raise-200,Bet-250,Raise-400,Fold,Raise-400,Raise-400,Call-50,Check,Check,Check,Check,Check,Check,Check,Call-25,Check,Check,Check,Raise-400,Bet-250,Raise-400,Raise-400,Fold,Raise-400,Check,Fold,Fold,Call-25,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Check,Check,Bet-100,Fold,Fold,Fold,Fold,Fold,Check,Fold,Fold,Fold,0.9,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,0.9,0.1
Call-50,Check,Check,Check,Fold,Call-50,Fold,Fold,Fold,Call-400,Bet-500,All in,Fold,Fold,Raise-2550,Fold,Call-400,Fold,Call-50,Check,Check,Check,Fold,All in,Fold,Call-200,Bet-150,Call-50,Fold,Call-50,0.4,0.2
Check,Fold,Raise-400,Raise-400,Fold,Raise-400,Raise-400,Bet-350,Check,Check,Check,Check,Call-25,Bet-50,Call-10887,Fold,Raise-150,Raise-200,Check,Fold,Fold,Call-25,Check,Check,Check,Fold,Raise-150,Fold,Raise-150,Raise-150,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Call-150,Check,Fold,Fold,Fold,Call-50,Call-100,Bet-150,Fold,Fold,Raise-600,Fold,Fold,Call-50,Raise-450,All in,Fold,Fold,Raise-150,Fold,0.75,0.5
Check,Bet-50,Call-50,Fold,Fold,Fold,Fold,Call-50,Fold,Call-50,Check,Check,Check,Call-50,Fold,Fold,Fold,Call-150,Check,Check,Check,Call-50,Fold,Call-50,Check,Check,Check,Call-50,Call-100,Check,0.4,0.2
Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Call-150,Bet-200,0.9,0.2
Fold,Raise-250,Fold,Raise-150,Fold,Fold,Call-50,Fold,Raise-150,Check,Check,Check,Raise-1250,Call-25,Check,Check,Check,Raise-150,Check,Check,Check,Raise-200,Check,Check,Check,Raise-150,Raise-150,Check,Fold,Raise-150,0.3,0.7
Fold,Call-50,Call-150,Check,Check,Check,Fold,Call-100,Check,Fold,Fold,Fold,Call-50,Fold,Call-50,Raise-450,Fold,Fold,Raise-600,Fold,Fold,Call-50,Call-300,Check,Fold,Fold,Call-150,Check,Check,Check,0.75,0.5
Check,Fold,Fold,Call-150,Fold,Call-50,Call-150,Bet-150,All in,Call-50,Call-100,Check,Check,Check,Fold,Raise-100,Call-150,Bet-150,Call-50,Fold,Fold,Call-50,Raise-300,Check,Fold,Fold,Call-200,Check,Check,Check,0.4,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,Raise-600,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Fold,Fold,Raise-150,Check,Check,Check,Raise-150,Fold,Call-50,Fold,Raise-150,Check,Fold,Fold,Raise-150,Fold,Raise-150,Call-200,Bet-250,Raise-150,Raise-200,Check,Check,Check,Raise-100,Call-150,Bet-300,Call-25,Check,Check,0.3,0.7
Raise-250,Fold,Call-50,Check,Check,Check,Call-50,Fold,Fold,Call-25,Check,Check,Check,Call-200,Check,Check,Check,Fold,Fold,Call-50,Fold,Fold,Fold,Call-50,Check,Check,Check,Fold,Call-50,Check,0.4,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,0.9,0.2
Fold,Fold,Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Call-50,Call-150,Check,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Call-50,Check,Check,Check,Fold,Call-50,Call-150,Bet-200,Fold,0.75,0.5
Raise-200,Raise-200,Fold,Raise-200,Check,Check,Check,Raise-150,Raise-200,Bet-400,Raise-200,Raise-200,Call-50,Check,Check,Check,Fold,Raise-200,Check,Check,Check,Raise-200,Fold,Raise-200,Raise-200,Check,Fold,Fold,Fold,Raise-200,0.3,0.7
Check,Call-50,Call-150,Check,Check,Check,Call-150,Check,Fold,Fold,Call-200,Bet-350,Call-50,Fold,Call-50,Check,Check,Check,Call-50,Fold,Fold,Fold,Fold,Call-50,Fold,Call-50,Call-75,Call-100,Raise-400,Call-1000,0.4,0.2
Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,0.9,0.1
Raise-200,Fold,Raise-200,Check,Bet-100,Raise-100,Bet-100,Bet-150,Call-250,Bet-1000,Fold,Raise-150,Fold,Call-50,Check,Check,Fold,Raise-150,Check,Check,Fold,Fold,Raise-150,Fold,Call-50,Fold,Raise-150,Bet-100,Raise-150,Fold,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Call-150,Check,Bet-150,Fold,Check,Check,Fold,Fold,Fold,Fold,Call-150,All in,0.9,0.2
Raise-100,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Call-50,Raise-450,Call-50,Check,Check,Bet-100,Fold,Fold,Fold,Fold,Fold,Call-50,Call-100,Check,Fold,Fold,Fold,Call-50,Bet-50,Fold,Fold,0.75,0.5
Fold,Call-25,Check,Check,Check,Fold,Call-150,Check,Fold,Fold,Call-50,Check,Fold,Call-50,Call-100,Bet-150,Raise-150,Fold,Fold,Call-150,Fold,Call-50,Check,Check,Fold,Call-50,Check,Fold,Fold,Fold,0.4,0.2
Check,Fold,Fold,Fold,Call-50,Bet-100,Fold,Call-50,Raise-800,Fold,Raise-1250,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Check,Check,Fold,Call-25,Fold,Raise-150,Raise-150,Bet-100,Raise-150,Fold,Raise-150,Call-500,Fold,Raise-150,Bet-350,Raise-250,Bet-850,Call-25,Bet-50,Raise-150,Fold,Raise-150,Bet-100,Call-100,Bet-250,Check,Fold,Call-175,Bet-200,Raise-150,0.3,0.7
Call-50,Bet-50,Raise-100,Check,Check,Check,Fold,Call-150,Fold,All in,Call-150,Call-500,Fold,Call-150,Fold,Call-50,Fold,Check,Fold,Fold,Call-6175,Call-150,Fold,Call-50,Fold,Fold,Fold,Call-150,Fold,Call-150,0.4,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-125,Check,Fold,Fold,Fold,Fold,Fold,Raise-600,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Raise-150,Bet-350,Raise-150,Bet-350,Check,Check,Check,Check,Call-25,Check,Check,Check,Raise-200,Raise-200,Fold,Raise-200,Fold,Check,Check,Check,Check,Fold,Raise-200,Raise-200,Raise-200,Check,Fold,Raise-600,Bet-700,Bet-1150,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Call-50,Check,Check,Check,Check,Check,Check,Check,Fold,Call-200,Fold,Call-200,Fold,Call-50,Check,Check,Check,Fold,Fold,Call-200,Bet-150,Fold,Raise-150,Call-200,Fold,Call-200,Fold,Call-50,Fold,Fold,0.4,0.2
Call-50,Fold,Raise-200,Bet-150,Raise-200,Bet-150,Fold,Fold,Raise-200,Raise-250,Bet-200,Call-200,Bet-450,Call-500,Bet-900,Call-1300,Raise-150,Fold,Raise-100,Call-100,Check,Check,Check,Fold,Fold,Call-50,Check,Fold,Raise-150,Bet-50,0.3,0.7
Call-250,Raise-400,Raise-950,Raise-2200,Call-150,Fold,Call-50,Raise-200,Check,Check,Check,Call-150,Check,Check,Check,Call-25,Fold,Call-50,Check,Fold,Call-150,Raise-100,Check,Fold,Call-50,Check,Check,Check,Raise-250,Fold,0.4,0.2
Check,Bet-100,Check,Check,Check,Check,Call-25,Fold,Raise-150,Fold,Raise-150,Bet-100,Bet-200,Fold,Fold,Fold,Raise-150,Fold,Raise-100,Check,Check,Check,Fold,Raise-100,Check,Check,Check,Fold,Raise-600,Bet-300,0.3,0.7
Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Bet-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Call-100,Raise-600,Call-50,Call-150,Bet-300,Bet-750,Fold,Fold,Call-125,Bet-150,Bet-300,Fold,Call-100,Check,Check,Bet-50,Call-100,Check,Check,Check,Fold,Call-50,Fold,Call-150,Bet-350,Fold,Call-150,Fold,Call-150,Check,0.4,0.2
Fold,Raise-300,Fold,Fold,Fold,Raise-800,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Raise-150,Check,Check,Check,Raise-150,Bet-250,Raise-150,Check,Bet-100,Raise-100,Call-100,Check,Check,Check,Fold,Call-25,Check,Check,Check,Raise-150,Bet-50,Raise-150,Fold,Call-50,Check,Fold,Fold,Call-25,Fold,0.3,0.7
Call-50,Raise-200,Check,Check,Bet-600,Check,Check,Check,Check,Fold,All in,Call-50,Check,Fold,Call-50,Fold,Raise-150,Fold,All in,Fold,Call-50,Fold,Fold,Fold,Call-150,Check,Check,Bet-50,Call-150,Check,0.4,0.2
Raise-150,Fold,Call-50,Check,Check,Check,Raise-150,Fold,Raise-150,Raise-150,Check,Check,Check,Fold,Raise-150,Check,Check,Check,Call-25,Check,Check,Fold,Raise-150,Fold,Raise-150,Check,Check,Bet-700,Fold,Fold,0.3,0.7
Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-200,Raise-2400,0.9,0.1
Check,Fold,Check,Check,Bet-100,Fold,Call-50,Check,Check,Check,Call-150,Check,Check,Fold,Fold,Fold,All in,Call-150,Fold,All in,Call-50,Check,Check,Check,Fold,Fold,Fold,Call-250,Check,Check,0.4,0.2
Raise-150,Call-100,Bet-200,Raise-150,Fold,Check,Check,Check,Check,Raise-600,All in,Raise-250,Call-200,Bet-350,Raise-250,Fold,Raise-250,Check,Check,Check,Fold,Fold,Fold,Raise-250,Raise-250,Check,Bet-100,Raise-250,Fold,Check,0.3,0.7
Fold,Call-50,Fold,Fold,Fold,Call-250,Check,Fold,Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Call-50,Fold,Call-50,Check,Fold,Fold,Call-25,Check,Check,Check,Call-300,Check,Check,Fold,0.4,0.2
Check,Check,Raise-600,Raise-250,Raise-250,Call-50,Fold,Check,Check,Fold,Raise-400,Call-50,Check,Check,Check,Raise-300,Check,Check,Bet-650,Raise-300,Bet-200,Bet-300,Fold,Fold,Raise-300,Raise-300,Check,Check,Check,Raise-300,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-1250,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Fold,Fold,Raise-600,Bet-800,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-600,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Call-50,Fold,Fold,Fold,Call-300,Check,Check,Check,Call-300,Fold,Fold,Check,Fold,Fold,Fold,Call-300,Check,Check,Check,Call-50,Check,Check,Check,Call-150,Bet-200,Fold,Fold,Call-350,Check,0.4,0.2
Fold,Call-25,Bet-50,Raise-300,Call-200,Bet-750,Raise-300,Fold,Raise-300,Check,Check,Check,Check,Check,Check,Check,Fold,Raise-350,Raise-350,Raise-350,Check,Check,Check,Check,Check,Check,Check,Fold,Raise-350,Raise-350,0.3,0.7
Check,Call-50,Check,Check,Check,Fold,Fold,Call-350,Fold,Call-350,Fold,Call-50,Check,Check,Check,Call-150,Bet-200,Fold,Call-350,Fold,Fold,Call-50,Call-150,Check,Check,Check,Raise-350,Fold,Call-350,Check,0.4,0.2
Raise-350,Bet-600,Check,Check,Check,Check,Fold,Raise-350,Raise-350,Fold,Raise-350,Raise-150,Check,Check,Check,Call-25,Fold,Raise-350,Check,Check,Check,Raise-350,Check,Bet-250,Call-50,Check,Check,Check,Fold,Fold,0.3,0.7
